topology,K,p,k,realization,baseSeed,runSeed,outputDir,status
complete,0.00,,,1,20260607,5691450448881782049,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0001,OK
complete,0.00,,,5,20260607,5691450448881782053,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0005,OK
complete,0.00,,,3,20260607,5691450448881782051,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0003,OK
complete,0.00,,,2,20260607,5691450448881782050,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0002,OK
complete,0.00,,,4,20260607,5691450448881782052,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0004,OK
complete,0.00,,,6,20260607,5691450448881782054,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0006,OK
complete,0.00,,,7,20260607,5691450448881782055,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0007,OK
complete,0.00,,,8,20260607,5691450448881782056,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0008,OK
complete,0.00,,,9,20260607,5691450448881782057,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0009,OK
complete,0.00,,,10,20260607,5691450448881782058,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0010,OK
complete,0.00,,,11,20260607,5691450448881782059,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0011,OK
complete,0.00,,,13,20260607,5691450448881782061,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0013,OK
complete,0.00,,,12,20260607,5691450448881782060,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0012,OK
complete,0.00,,,14,20260607,5691450448881782062,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0014,OK
complete,0.00,,,15,20260607,5691450448881782063,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.00\seed_0015,OK
complete,0.10,,,1,20260607,1041934193584493895,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0001,OK
complete,0.10,,,2,20260607,1041934193584493896,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0002,OK
complete,0.10,,,3,20260607,1041934193584493897,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0003,OK
complete,0.10,,,4,20260607,1041934193584493898,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0004,OK
complete,0.10,,,5,20260607,1041934193584493899,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0005,OK
complete,0.10,,,6,20260607,1041934193584493900,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0006,OK
complete,0.10,,,7,20260607,1041934193584493901,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0007,OK
complete,0.10,,,8,20260607,1041934193584493902,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0008,OK
complete,0.10,,,9,20260607,1041934193584493903,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0009,OK
complete,0.10,,,10,20260607,1041934193584493904,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0010,OK
complete,0.10,,,11,20260607,1041934193584493905,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0011,OK
complete,0.10,,,12,20260607,1041934193584493906,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0012,OK
complete,0.10,,,14,20260607,1041934193584493908,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0014,OK
complete,0.10,,,13,20260607,1041934193584493907,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0013,OK
complete,0.10,,,15,20260607,1041934193584493909,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.10\seed_0015,OK
complete,0.20,,,5,20260607,6081462176612078923,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0005,OK
complete,0.20,,,1,20260607,6081462176612078919,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0001,OK
complete,0.20,,,3,20260607,6081462176612078921,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0003,OK
complete,0.20,,,4,20260607,6081462176612078922,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0004,OK
complete,0.20,,,2,20260607,6081462176612078920,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0002,OK
complete,0.20,,,6,20260607,6081462176612078924,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0006,OK
complete,0.20,,,7,20260607,6081462176612078925,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0007,OK
complete,0.20,,,9,20260607,6081462176612078927,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0009,OK
complete,0.20,,,8,20260607,6081462176612078926,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0008,OK
complete,0.20,,,10,20260607,6081462176612078928,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0010,OK
complete,0.20,,,11,20260607,6081462176612078929,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0011,OK
complete,0.20,,,12,20260607,6081462176612078930,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0012,OK
complete,0.20,,,14,20260607,6081462176612078932,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0014,OK
complete,0.20,,,13,20260607,6081462176612078931,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0013,OK
complete,0.20,,,15,20260607,6081462176612078933,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.20\seed_0015,OK
complete,0.30,,,3,20260607,-5652216292539029232,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0003,OK
complete,0.30,,,4,20260607,-5652216292539029231,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0004,OK
complete,0.30,,,5,20260607,-5652216292539029230,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0005,OK
complete,0.30,,,1,20260607,-5652216292539029234,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0001,OK
complete,0.30,,,2,20260607,-5652216292539029233,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0002,OK
complete,0.30,,,6,20260607,-5652216292539029229,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0006,OK
complete,0.30,,,7,20260607,-5652216292539029228,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0007,OK
complete,0.30,,,8,20260607,-5652216292539029227,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0008,OK
complete,0.30,,,9,20260607,-5652216292539029226,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0009,OK
complete,0.30,,,10,20260607,-5652216292539029225,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0010,OK
complete,0.30,,,12,20260607,-5652216292539029223,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0012,OK
complete,0.30,,,11,20260607,-5652216292539029224,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0011,OK
complete,0.30,,,13,20260607,-5652216292539029222,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0013,OK
complete,0.30,,,14,20260607,-5652216292539029221,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0014,OK
complete,0.30,,,15,20260607,-5652216292539029220,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.30\seed_0015,OK
complete,0.40,,,2,20260607,-7325753914069887672,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0002,OK
complete,0.40,,,1,20260607,-7325753914069887673,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0001,OK
complete,0.40,,,3,20260607,-7325753914069887671,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0003,OK
complete,0.40,,,4,20260607,-7325753914069887670,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0004,OK
complete,0.40,,,5,20260607,-7325753914069887669,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0005,OK
complete,0.40,,,6,20260607,-7325753914069887668,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0006,OK
complete,0.40,,,8,20260607,-7325753914069887666,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0008,OK
complete,0.40,,,7,20260607,-7325753914069887667,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0007,OK
complete,0.40,,,9,20260607,-7325753914069887665,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0009,OK
complete,0.40,,,10,20260607,-7325753914069887664,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0010,OK
complete,0.40,,,14,20260607,-7325753914069887660,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0014,OK
complete,0.40,,,13,20260607,-7325753914069887661,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0013,OK
complete,0.40,,,15,20260607,-7325753914069887659,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0015,OK
complete,0.40,,,11,20260607,-7325753914069887663,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0011,OK
complete,0.40,,,12,20260607,-7325753914069887662,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.40\seed_0012,OK
complete,0.50,,,1,20260607,-8999291535600775903,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0001,OK
complete,0.50,,,2,20260607,-8999291535600775902,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0002,OK
complete,0.50,,,3,20260607,-8999291535600775901,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0003,OK
complete,0.50,,,4,20260607,-8999291535600775900,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0004,OK
complete,0.50,,,5,20260607,-8999291535600775899,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0005,OK
complete,0.50,,,6,20260607,-8999291535600775898,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0006,OK
complete,0.50,,,7,20260607,-8999291535600775897,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0007,OK
complete,0.50,,,8,20260607,-8999291535600775896,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0008,OK
complete,0.50,,,9,20260607,-8999291535600775895,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0009,OK
complete,0.50,,,10,20260607,-8999291535600775894,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0010,OK
complete,0.50,,,12,20260607,-8999291535600775892,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0012,OK
complete,0.50,,,14,20260607,-8999291535600775890,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0014,OK
complete,0.50,,,13,20260607,-8999291535600775891,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0013,OK
complete,0.50,,,11,20260607,-8999291535600775893,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0011,OK
complete,0.50,,,15,20260607,-8999291535600775889,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.50\seed_0015,OK
complete,0.60,,,1,20260607,-612688309511444210,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0001,OK
complete,0.60,,,3,20260607,-612688309511444208,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0003,OK
complete,0.60,,,2,20260607,-612688309511444209,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0002,OK
complete,0.60,,,5,20260607,-612688309511444206,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0005,OK
complete,0.60,,,4,20260607,-612688309511444207,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0004,OK
complete,0.60,,,6,20260607,-612688309511444205,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0006,OK
complete,0.60,,,7,20260607,-612688309511444204,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0007,OK
complete,0.60,,,8,20260607,-612688309511444203,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0008,OK
complete,0.60,,,9,20260607,-612688309511444202,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0009,OK
complete,0.60,,,10,20260607,-612688309511444201,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0010,OK
complete,0.60,,,11,20260607,-612688309511444200,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0011,OK
complete,0.60,,,12,20260607,-612688309511444199,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0012,OK
complete,0.60,,,13,20260607,-612688309511444198,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0013,OK
complete,0.60,,,14,20260607,-612688309511444197,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0014,OK
complete,0.60,,,15,20260607,-612688309511444196,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.60\seed_0015,OK
complete,0.70,,,1,20260607,7773914916577887483,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0001,OK
complete,0.70,,,3,20260607,7773914916577887485,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0003,OK
complete,0.70,,,4,20260607,7773914916577887486,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0004,OK
complete,0.70,,,2,20260607,7773914916577887484,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0002,OK
complete,0.70,,,5,20260607,7773914916577887487,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0005,OK
complete,0.70,,,10,20260607,7773914916577887492,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0010,OK
complete,0.70,,,6,20260607,7773914916577887488,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0006,OK
complete,0.70,,,7,20260607,7773914916577887489,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0007,OK
complete,0.70,,,9,20260607,7773914916577887491,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0009,OK
complete,0.70,,,8,20260607,7773914916577887490,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0008,OK
complete,0.70,,,11,20260607,7773914916577887493,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0011,OK
complete,0.70,,,12,20260607,7773914916577887494,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0012,OK
complete,0.70,,,13,20260607,7773914916577887495,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0013,OK
complete,0.70,,,14,20260607,7773914916577887496,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0014,OK
complete,0.70,,,15,20260607,7773914916577887497,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.70\seed_0015,OK
complete,0.80,,,1,20260607,-2286225931042302649,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0001,OK
complete,0.80,,,2,20260607,-2286225931042302648,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0002,OK
complete,0.80,,,3,20260607,-2286225931042302647,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0003,OK
complete,0.80,,,5,20260607,-2286225931042302645,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0005,OK
complete,0.80,,,4,20260607,-2286225931042302646,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0004,OK
complete,0.80,,,8,20260607,-2286225931042302642,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0008,OK
complete,0.80,,,9,20260607,-2286225931042302641,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0009,OK
complete,0.80,,,10,20260607,-2286225931042302640,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0010,OK
complete,0.80,,,6,20260607,-2286225931042302644,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0006,OK
complete,0.80,,,7,20260607,-2286225931042302643,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0007,OK
complete,0.80,,,11,20260607,-2286225931042302639,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0011,OK
complete,0.80,,,13,20260607,-2286225931042302637,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0013,OK
complete,0.80,,,12,20260607,-2286225931042302638,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0012,OK
complete,0.80,,,14,20260607,-2286225931042302636,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0014,OK
complete,0.80,,,15,20260607,-2286225931042302635,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.80\seed_0015,OK
complete,0.90,,,1,20260607,6100377295047029044,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0001,OK
complete,0.90,,,4,20260607,6100377295047029047,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0004,OK
complete,0.90,,,3,20260607,6100377295047029046,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0003,OK
complete,0.90,,,2,20260607,6100377295047029045,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0002,OK
complete,0.90,,,5,20260607,6100377295047029048,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0005,OK
complete,0.90,,,6,20260607,6100377295047029049,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0006,OK
complete,0.90,,,7,20260607,6100377295047029050,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0007,OK
complete,0.90,,,8,20260607,6100377295047029051,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0008,OK
complete,0.90,,,9,20260607,6100377295047029052,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0009,OK
complete,0.90,,,10,20260607,6100377295047029053,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0010,OK
complete,0.90,,,11,20260607,6100377295047029054,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0011,OK
complete,0.90,,,12,20260607,6100377295047029055,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0012,OK
complete,0.90,,,13,20260607,6100377295047029056,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0013,OK
complete,0.90,,,14,20260607,6100377295047029057,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0014,OK
complete,0.90,,,15,20260607,6100377295047029058,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_0.90\seed_0015,OK
complete,1.00,,,1,20260607,-3959763552573190879,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0001,OK
complete,1.00,,,2,20260607,-3959763552573190878,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0002,OK
complete,1.00,,,3,20260607,-3959763552573190877,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0003,OK
complete,1.00,,,5,20260607,-3959763552573190875,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0005,OK
complete,1.00,,,4,20260607,-3959763552573190876,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0004,OK
complete,1.00,,,6,20260607,-3959763552573190874,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0006,OK
complete,1.00,,,7,20260607,-3959763552573190873,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0007,OK
complete,1.00,,,9,20260607,-3959763552573190871,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0009,OK
complete,1.00,,,8,20260607,-3959763552573190872,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0008,OK
complete,1.00,,,10,20260607,-3959763552573190870,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0010,OK
complete,1.00,,,11,20260607,-3959763552573190869,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0011,OK
complete,1.00,,,12,20260607,-3959763552573190868,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0012,OK
random,0.00,1.0000e-4,,1,20260607,-3572756102476785768,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0001,OK
complete,1.00,,,13,20260607,-3959763552573190867,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0013,OK
complete,1.00,,,14,20260607,-3959763552573190866,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0014,OK
random,0.00,1.0000e-4,,3,20260607,-3572756102476785766,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0003,OK
random,0.00,1.0000e-4,,2,20260607,-3572756102476785767,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0002,OK
random,0.00,1.0000e-4,,4,20260607,-3572756102476785765,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0004,OK
random,0.00,1.0000e-4,,5,20260607,-3572756102476785764,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0005,OK
complete,1.00,,,15,20260607,-3959763552573190865,outputs\fhn-sweep-T500-dt005-init05-observables\runs\complete\K_1.00\seed_0015,OK
random,0.00,1.0000e-4,,6,20260607,-3572756102476785763,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0006,OK
random,0.00,1.0000e-4,,7,20260607,-3572756102476785762,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0007,OK
random,0.00,1.0000e-4,,8,20260607,-3572756102476785761,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0008,OK
random,0.00,1.0000e-4,,9,20260607,-3572756102476785760,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0009,OK
random,0.00,1.0000e-4,,10,20260607,-3572756102476785759,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0010,OK
random,0.00,1.0000e-4,,11,20260607,-3572756102476785758,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0011,OK
random,0.00,1.0000e-4,,12,20260607,-3572756102476785757,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0012,OK
random,0.00,1.0000e-4,,13,20260607,-3572756102476785756,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0013,OK
random,0.00,1.0000e-4,,14,20260607,-3572756102476785755,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0014,OK
random,0.00,1.0000e-4,,15,20260607,-3572756102476785754,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.00\seed_0015,OK
random,0.10,1.0000e-4,,1,20260607,-8222272357774073922,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0001,OK
random,0.10,1.0000e-4,,2,20260607,-8222272357774073921,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0002,OK
random,0.10,1.0000e-4,,3,20260607,-8222272357774073920,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0003,OK
random,0.10,1.0000e-4,,4,20260607,-8222272357774073919,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0004,OK
random,0.10,1.0000e-4,,5,20260607,-8222272357774073918,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0005,OK
random,0.10,1.0000e-4,,6,20260607,-8222272357774073917,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0006,OK
random,0.10,1.0000e-4,,7,20260607,-8222272357774073916,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0007,OK
random,0.10,1.0000e-4,,8,20260607,-8222272357774073915,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0008,OK
random,0.10,1.0000e-4,,9,20260607,-8222272357774073914,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0009,OK
random,0.10,1.0000e-4,,10,20260607,-8222272357774073913,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0010,OK
random,0.10,1.0000e-4,,11,20260607,-8222272357774073912,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0011,OK
random,0.10,1.0000e-4,,12,20260607,-8222272357774073911,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0012,OK
random,0.10,1.0000e-4,,13,20260607,-8222272357774073910,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0013,OK
random,0.10,1.0000e-4,,14,20260607,-8222272357774073909,outputs\fhn-sweep-T500-dt005-init05-observables\runs\random\p_1.0000e-4\K_0.10\seed_0014,OK
